Warehouse Location,Customer,Ship To Location,Sales Order Number,Salesperson,Customer PO Number,Commodity ID,Style ID,Size ID,Grade ID,Label ID,Region ID,Method ID,Storage ID,Color ID,Order Quantity,Sales Order Date,Ship Date
COBBLESTONE,"MARKON COOPERATIVE, INC.","SALT LAKE CITY, UT",368219,SETH NORDELL,U104340P02,MANDARIN,GIRO 6-5#,032,FANCY,POPPIES,CHILE,ORIG CTN,COBBLESTONE,REGULAR,40,2024-10-28,2024-10-31
COBBLESTONE,"MARKON COOPERATIVE, INC.","SALT LAKE CITY, UT",368405,SETH NORDELL,U107060P05,MANDARIN,GIRO 6-5#,032,FANCY,POPPIES,CHILE,ORIG CTN,COBBLESTONE,REGULAR,25,2024-10-29,2024-10-31
COBBLESTONE,"MARKON COOPERATIVE, INC.","SHEPHERDSVILLE, KY",368410,SETH NORDELL,U107730P01,LEMON,10# CARTON,140,FANCY,MFC,USA,CPK F CT MFC,COBBLESTONE,REGULAR,40,2024-10-30,2024-10-31
COBBLESTONE,"MARKON COOPERATIVE, INC.","SHEPHERDSVILLE, KY",368410,SETH NORDELL,U107730P01,MANDARIN,15.5KG,003,FANCY,POPPIES,CHILE,ORIG CTN,COBBLESTONE,REGULAR,135,2024-10-30,2024-10-31
COBBLESTONE,"MARKON COOPERATIVE, INC.","SHEPHERDSVILLE, KY",368605,SETH NORDELL,U110480P01,MANDARIN,15.5KG,003,FANCY,POPPIES,CHILE,ORIG CTN,COBBLESTONE,,60,2024-10-31,2024-10-31
COBBLESTONE,"MARKON COOPERATIVE, INC.","SHEPHERDSVILLE, KY",368605,SETH NORDELL,U110480P01,NAVEL,5# CARTON,088,FANCY,MFC,USA,CPK F CT MFC,COBBLESTONE,REGULAR,68,2024-10-31,2024-10-31
COBBLESTONE,"MARKON COOPERATIVE, INC.","SPRINGFIELD, OH",368287,SETH NORDELL,U105460P01,MANDARIN,15.5KG,003,FANCY,POPPIES,CHILE,ORIG CTN,COBBLESTONE,REGULAR,60,2024-10-29,2024-10-31
COBBLESTONE,"MARKON COOPERATIVE, INC.","SPRINGFIELD, OH",368287,SETH NORDELL,U105460P01,NAVEL,CTN,072,FANCY,MFC,USA,CTN,COBBLESTONE,REGULAR,8,2024-10-29,2024-10-31
COBBLESTONE,"MARKON COOPERATIVE, INC.","SPRINGFIELD, OH",368287,SETH NORDELL,U105460P01,NAVEL,CTN,138,CHOICE,ESS,USA,SCTN C CT ESS,COBBLESTONE,REGULAR,0,2024-10-29,2024-10-31
COBBLESTONE,"MARKON COOPERATIVE, INC.","SPRINGFIELD, OH",368604,SETH NORDELL,U110390P01,LEMON,10# CARTON,140,FANCY,MFC,USA,CPK F CT MFC,COBBLESTONE,REGULAR,45,2024-10-31,2024-10-31
COBBLESTONE,"MARKON COOPERATIVE, INC.","SPRINGFIELD, OH",368604,SETH NORDELL,U110390P01,MANDARIN,15.5KG,003,FANCY,POPPIES,CHILE,ORIG CTN,COBBLESTONE,,60,2024-10-31,2024-10-31
COBBLESTONE,"MARKON COOPERATIVE, INC.","SPRINGFIELD, OH",368604,SETH NORDELL,U110390P01,NAVEL,5# CARTON,088,FANCY,MFC,USA,CPK F CT MFC,COBBLESTONE,REGULAR,120,2024-10-31,2024-10-31
COBBLESTONE,"MARKON COOPERATIVE, INC.","TAUNTON, MA",368430,SETH NORDELL,U108840P07,NAVEL,CTN,088,FANCY,MFC,USA,CTN,COBBLESTONE,REGULAR,27,2024-10-30,2024-10-31
COBBLESTONE,"MARKON COOPERATIVE, INC.","TAUNTON, MA",368430,SETH NORDELL,U108840P07,NAVEL,CTN,113,FANCY,MFC,USA,SCTN F CT MFC,COBBLESTONE,REGULAR,18,2024-10-30,2024-10-31
COBBLESTONE,"MARKON COOPERATIVE, INC.","TAUNTON, MA",368430,SETH NORDELL,U108840P07,NAVEL,CTN,138,FANCY,MFC,USA,SCTN F CT MFC,COBBLESTONE,REGULAR,18,2024-10-30,2024-10-31
COBBLESTONE,"MARKON COOPERATIVE, INC.",WINNIPEG,368406,SETH NORDELL,U106060P10,LEMON,10# CARTON,140,CHOICE,,USA,CPK C CT ESS,COBBLESTONE,REGULAR,32,2024-10-29,2024-10-31
COBBLESTONE,MITCHELL GROCERY CORP.,"ALBERTVILLE, AL",368442,SAMANTHA HOUGH,87322,GRAPEFRUIT,CTN,040,FANCY,,USA,SCTN GRPF KRP,COBBLESTONE,REGULAR,54,2024-10-30,2024-11-01
COBBLESTONE,MITCHELL GROCERY CORP.,"ALBERTVILLE, AL",368442,SAMANTHA HOUGH,87322,GRAPEFRUIT,GIRO 12-3#,048,CHOICE,,USA,BAGMAS MED,COBBLESTONE,REGULAR,42,2024-10-30,2024-11-01
COBBLESTONE,MITCHELL GROCERY CORP.,"ALBERTVILLE, AL",368442,SAMANTHA HOUGH,87322,NAVEL,CTN,048,FANCY,,USA,SCTN F NAV KRP,COBBLESTONE,REGULAR,54,2024-10-30,2024-11-01
COBBLESTONE,MITCHELL GROCERY CORP.,"ALBERTVILLE, AL",368442,SAMANTHA HOUGH,87322,NAVEL,GIRO 10-4#,113,CHOICE,,USA,BAGMAS MED,COBBLESTONE,REGULAR,84,2024-10-30,2024-11-01
COBBLESTONE,"MURGUIA FRUIT COMPANY, INC.","HOUSTON, TX",367545,JOEL YEARY,32708,NAVEL,CTN,138,FANCY,,USA,SCTN F NAV KRP,COBBLESTONE,REGULAR,648,2024-10-22,2024-10-31
COBBLESTONE,OLYMPIC FRUIT & VEG. DIST.,"LOS ANGELES, CA",368265,MARTIN GARCIA,546256,LEMON,CTN,115,FANCY,,USA,SCTN F LEM KRP,COBBLESTONE,REGULAR,54,2024-10-29,2024-10-31
COBBLESTONE,OLYMPIC FRUIT & VEG. DIST.,"LOS ANGELES, CA",368265,MARTIN GARCIA,546256,NAVEL,CTN,072,FANCY,,USA,SCTN F NAV KRP,COBBLESTONE,REGULAR,54,2024-10-29,2024-10-31
COBBLESTONE,OLYMPIC FRUIT & VEG. DIST.,"LOS ANGELES, CA",368265,MARTIN GARCIA,546256,NAVEL,CTN,088,FANCY,,USA,SCTN F NAV KRP,COBBLESTONE,REGULAR,216,2024-10-29,2024-10-31
COBBLESTONE,OLYMPIC FRUIT & VEG. DIST.,"LOS ANGELES, CA",368265,MARTIN GARCIA,546256,NAVEL,CTN,113,FANCY,,USA,SCTN F NAV KRP,COBBLESTONE,REGULAR,702,2024-10-29,2024-10-31
COBBLESTONE,PARAMOUNT EXPORT,"HONOLULU, HI",368515,SAMANTHA HOUGH,HB111224A,NAVEL,CTN,056,FANCY,,USA,CTN,COBBLESTONE,REGULAR,108,2024-10-30,2024-10-31
COBBLESTONE,PARAMOUNT EXPORT,"HONOLULU, HI",368520,SAMANTHA HOUGH,HB111224B,MANDARIN,GIRO 15-2#,005,FANCY,POPPIES,CHILE,ORIG CTN,COBBLESTONE,REGULAR,60,2024-10-30,2024-10-31
COBBLESTONE,PARAMOUNT EXPORT,"HONOLULU, HI",368520,SAMANTHA HOUGH,HB111224B,NAVEL,CTN,056,FANCY,,USA,CTN,COBBLESTONE,REGULAR,162,2024-10-30,2024-10-31
COBBLESTONE,PEIRONE PRODUCE CO.,"SPOKANE, WA",368465,SAMANTHA HOUGH,135981,LEMON,CTN,095,FANCY,,USA,SCTN F LEM KRP,COBBLESTONE,REGULAR,108,2024-10-30,2024-11-01
COBBLESTONE,PEIRONE PRODUCE CO.,"SPOKANE, WA",368465,SAMANTHA HOUGH,135981,MANDARIN,GIRO 10-3#,003,FANCY,POPPIES,CHILE,ORIG CTN,COBBLESTONE,REGULAR,180,2024-10-30,2024-11-01
COBBLESTONE,PEIRONE PRODUCE CO.,"SPOKANE, WA",368465,SAMANTHA HOUGH,135981,NAVEL,CTN,056,FANCY,,USA,SCTN F NAV KRP,COBBLESTONE,REGULAR,108,2024-10-30,2024-11-01
COBBLESTONE,PEIRONE PRODUCE CO.,"SPOKANE, WA",368465,SAMANTHA HOUGH,135981,NAVEL,GIRO 8-5#,072,CHOICE,,USA,BAGMAS MED,COBBLESTONE,REGULAR,42,2024-10-30,2024-11-01
COBBLESTONE,PIGGLY WIGGLY,"BESSEMER, AL",368532,SAMANTHA HOUGH,52737,LEMON,CTN,095,FANCY,,USA,CTN,COBBLESTONE,REGULAR,108,2024-10-30,2024-10-31
COBBLESTONE,PIGGLY WIGGLY,"BESSEMER, AL",368532,SAMANTHA HOUGH,52737,LEMON,GIRO 18-2#,200,FANCY,,USA,BAGMAS MED,COBBLESTONE,REGULAR,84,2024-10-30,2024-10-31
COBBLESTONE,PIGGLY WIGGLY,"BESSEMER, AL",368532,SAMANTHA HOUGH,52737,MANDARIN,GIRO 10-3#,021,FANCY,POPPIES,USA,6 1/2 MAND POPI,COBBLESTONE,REGULAR,300,2024-10-30,2024-10-31
COBBLESTONE,PIGGLY WIGGLY,"BESSEMER, AL",368532,SAMANTHA HOUGH,52737,NAVEL,CTN,056,FANCY,,USA,CTN,COBBLESTONE,REGULAR,54,2024-10-30,2024-10-31
COBBLESTONE,PIGGLY WIGGLY,"BESSEMER, AL",368532,SAMANTHA HOUGH,52737,NAVEL,GIRO 10-4#,113,FANCY,,USA,BAGMAS MED,COBBLESTONE,REGULAR,252,2024-10-30,2024-10-31
COBBLESTONE,"PRODUCE ALLIANCE, LLC.","BUFFALO GROVE, IL",368266,ALEX MARRIOTT,411753,NAVEL,CTN,113,FANCY,,USA,SCTN F NAV KRP,COBBLESTONE,REGULAR,108,2024-10-29,2024-10-31
COBBLESTONE,"PRODUCE ALLIANCE, LLC.","BUFFALO GROVE, IL",368267,ALEX MARRIOTT,411752,NAVEL,CTN,113,FANCY,,USA,SCTN F NAV KRP,COBBLESTONE,REGULAR,162,2024-10-29,2024-10-31
COBBLESTONE,PROGRESSIVE PRODUCE LLC,LA MIRADA,368528,SAMANTHA HOUGH,0871854071,NAVEL,CTN,072,FANCY,,USA,RPC 6425,COBBLESTONE,CHEP,640,2024-10-30,2024-10-31
COBBLESTONE,PROGRESSIVE PRODUCE LLC,LA MIRADA,368529,SAMANTHA HOUGH,871862916,NAVEL,GIRO 10-4#,113,FANCY,WAL-MART,USA,RPC 6425,COBBLESTONE,CHEP,245,2024-10-30,2024-10-31
COBBLESTONE,PROGRESSIVE PRODUCE LLC,LA MIRADA,368531,SAMANTHA HOUGH,871869338,LEMON,CTN,140,FANCY,,USA,RPC 6425,COBBLESTONE,CHEP,200,2024-10-30,2024-10-31
COBBLESTONE,PROGRESSIVE PRODUCE LLC,LA MIRADA,368531,SAMANTHA HOUGH,871869338,LEMON,GIRO 18-2#,165,CHOICE,WAL-MART,USA,RPC 6425,COBBLESTONE,CHEP,240,2024-10-30,2024-10-31
COBBLESTONE,PROGRESSIVE PRODUCE LLC,LA MIRADA,368531,SAMANTHA HOUGH,871869338,NAVEL,FOX 5-8#,072,CHOICE,WAL-MART,USA,RPC 6425,COBBLESTONE,CHEP,490,2024-10-30,2024-10-31
COBBLESTONE,PROGRESSIVE PRODUCE LLC,LA MIRADA,368559,SAMANTHA HOUGH,872082833,LEMON,CTN,140,FANCY,,USA,RPC 6423,COBBLESTONE,CHEP,360,2024-10-30,2024-11-01
COBBLESTONE,PROGRESSIVE PRODUCE LLC,LA MIRADA,368559,SAMANTHA HOUGH,872082833,NAVEL,CTN,072,FANCY,,USA,RPC 6423,COBBLESTONE,CHEP,160,2024-10-30,2024-11-01
COBBLESTONE,PROGRESSIVE PRODUCE LLC,LA MIRADA,368559,SAMANTHA HOUGH,872082833,NAVEL,FOX 5-8#,072,CHOICE,,USA,RPC 6423,COBBLESTONE,CHEP,70,2024-10-30,2024-11-01
COBBLESTONE,PROGRESSIVE PRODUCE LLC,LA MIRADA,368559,SAMANTHA HOUGH,872082833,NAVEL,GIRO 10-4#,113,FANCY,WAL-MART,USA,RPC 6423,COBBLESTONE,CHEP,105,2024-10-30,2024-11-01
COBBLESTONE,PROGRESSIVE PRODUCE LLC,LA MIRADA,368561,SAMANTHA HOUGH,872082751,LEMON,GIRO 18-2#,165,CHOICE,WAL-MART,USA,RPC 6423,COBBLESTONE,CHEP,160,2024-10-30,2024-11-01
COBBLESTONE,PROGRESSIVE PRODUCE LLC,LA MIRADA,368561,SAMANTHA HOUGH,872082751,NAVEL,GIRO 10-4#,113,FANCY,WAL-MART,USA,RPC 6423,COBBLESTONE,CHEP,70,2024-10-30,2024-11-01
COBBLESTONE,RIGGIO DISTRIBUTION CO,"DETROIT, MI",368081,ALEX MARRIOTT,234395,LEMON,CTN,115,FANCY,,USA,SCTN F LEM KRP,COBBLESTONE,REGULAR,54,2024-10-28,2024-10-31
COBBLESTONE,RIGGIO DISTRIBUTION CO,"DETROIT, MI",368081,ALEX MARRIOTT,234395,LEMON,CTN,115,CHOICE,,USA,SCTN C LEM KRP,COBBLESTONE,REGULAR,54,2024-10-28,2024-10-31
COBBLESTONE,RIGGIO DISTRIBUTION CO,"DETROIT, MI",368081,ALEX MARRIOTT,234395,LEMON,CTN,140,CHOICE,,USA,SCTN C LEM KRP,COBBLESTONE,REGULAR,54,2024-10-28,2024-10-31
COBBLESTONE,RIGGIO DISTRIBUTION CO,"DETROIT, MI",368081,ALEX MARRIOTT,234395,LEMON,GIRO 18-2#,115,CHOICE,,USA,BAGMAS MED,COBBLESTONE,REGULAR,42,2024-10-28,2024-10-31
COBBLESTONE,RIGGIO DISTRIBUTION CO,"DETROIT, MI",368081,ALEX MARRIOTT,234395,NAVEL,CTN,088,FANCY,,USA,SCTN F NAV KRP,COBBLESTONE,REGULAR,108,2024-10-28,2024-10-31
COBBLESTONE,RIGGIO DISTRIBUTION CO,"DETROIT, MI",368081,ALEX MARRIOTT,234395,NAVEL,CTN,113,FANCY,NO STICKER,USA,SCTN F NAV KRP,COBBLESTONE,REGULAR,108,2024-10-28,2024-10-31
COBBLESTONE,S. KATZMAN PRODUCE,"BRONX, NEW YORK",368620,JOEL YEARY,463406,NAVEL,CTN,113,FANCY,,USA,SCTN F NAV KRP,COBBLESTONE,REGULAR,162,2024-10-31,2024-10-31
COBBLESTONE,S. KATZMAN PRODUCE,"BRONX, NEW YORK",368620,JOEL YEARY,463406,NAVEL,FOX 6-8#,088,CHOICE,,USA,BAGMAS LRG,COBBLESTONE,REGULAR,280,2024-10-31,2024-10-31
COBBLESTONE,S. KATZMAN PRODUCE,"BRONX, NEW YORK",368620,JOEL YEARY,463406,NAVEL,GIRO 10-4#,088,CHOICE,,USA,BAGMAS MED,COBBLESTONE,REGULAR,252,2024-10-31,2024-10-31
COBBLESTONE,S. KATZMAN PRODUCE,"BRONX, NEW YORK",368620,JOEL YEARY,463406,PUMMELO,CTN,012,FANCY,,USA,SCTN PUM KRP,COBBLESTONE,REGULAR,162,2024-10-31,2024-10-31
COBBLESTONE,"S.J. DISTRIBUTORS, LLC","STOCKTON, CA",368585,ALEX MARRIOTT,4500252683,NAVEL,CTN,088,CHOICE,,USA,SCTN C NAV KRP,COBBLESTONE,REGULAR,54,2024-10-31,2024-10-31
COBBLESTONE,"SAFEWAY, INC.","PORTLAND,OR",368237,JOEL YEARY,448764,NAVEL,TWB 75/8F,056,CHOICE,SIG SELECT,USA,TWB KRAFT,COBBLESTONE,CHEP,60,2024-10-28,2024-11-01
COBBLESTONE,"SAFEWAY, INC.","PORTLAND,OR",368238,JOEL YEARY,448765,NAVEL,FOX 5-8#,056,CHOICE,SIG SELECT,USA,BAGMAS MED,COBBLESTONE,CHEP,588,2024-10-28,2024-11-01
COBBLESTONE,"SAFEWAY, INC.","PORTLAND,OR",368238,JOEL YEARY,448765,NAVEL,TWB 75/8F,056,CHOICE,SIG SELECT,USA,TWB KRAFT,COBBLESTONE,CHEP,22,2024-10-28,2024-11-01
COBBLESTONE,SAM'S CLUB,"DC#6055 - MONROE, GA",368331,PRESCOTT LEYBA,0872104784,LEMON,FOX 12-3#,140,FANCY,SAMS,USA,7 7/8 LEM SAMS,COBBLESTONE,CHEP,960,2024-10-29,2024-11-01
COBBLESTONE,SAM'S CLUB,"DC#7077- CHEYENNE, WY",368021,PRESCOTT LEYBA,0871276338,NAVEL,FOX 5-6#,072,FANCY,SAMS,CHILE,7 3/8 ORN SAMS,COBBLESTONE,CHEP,1200,2024-10-25,2024-11-01
COBBLESTONE,"SUN FRESH INTERNATIONAL, LLC.","VISALIA, CA",368271,MARTIN GARCIA,113282,NAVEL,CTN,072,FANCY,,USA,2PE ORN PREM,COBBLESTONE,EXPORT,500,2024-10-29,2024-10-31
COBBLESTONE,"SUN FRESH INTERNATIONAL, LLC.","VISALIA, CA",368271,MARTIN GARCIA,113282,NAVEL,CTN,072,FANCY,,USA,SCTN F NAV KRP,COBBLESTONE,EXPORT,162,2024-10-29,2024-10-31
COBBLESTONE,"SUN FRESH INTERNATIONAL, LLC.","VISALIA, CA",368271,MARTIN GARCIA,113282,NAVEL,CTN,088,FANCY,,USA,SCTN F NAV KRP,COBBLESTONE,EXPORT,378,2024-10-29,2024-10-31
COBBLESTONE,TARGET CORPORATION,"CEDAR FALLS, IA DC 3895",368366,PRESCOTT LEYBA,10001120979-3895,MANDARIN,GIRO 10-3#,003,FANCY,GOOD & GATHER,CHILE,ORIG CTN,COBBLESTONE,CHEP,1200,2024-10-29,2024-10-31
COBBLESTONE,THE PRODUCE TERMINAL,"VANCOUVER, BC",368474,JOEL YEARY,262419,GRAPEFRUIT,CTN,056,FANCY,,USA,SCTN GRPF KRP,COBBLESTONE,REGULAR,108,2024-10-30,2024-10-31
COBBLESTONE,THE PRODUCE TERMINAL,"VANCOUVER, BC",368474,JOEL YEARY,262419,NAVEL,GIRO 12-3#,088,CHOICE,,USA,BAGMAS MED,COBBLESTONE,REGULAR,84,2024-10-30,2024-10-31
COBBLESTONE,UNFI,"CENTRALIA, WA",368268,ALEX MARRIOTT,46-376669,GRAPEFRUIT,GIRO 8-5#,056,FANCY,,USA,9 3/4 GRPF KRP,COBBLESTONE,CHEP,40,2024-10-29,2024-10-31
COBBLESTONE,UNFI,"CENTRALIA, WA",368283,ALEX MARRIOTT,4637666800,NAVEL,CTN,072,FANCY,,USA,SCTN F NAV KRP,COBBLESTONE,REGULAR,81,2024-10-29,2024-10-31
COBBLESTONE,UNFI,"CENTRALIA, WA",368283,ALEX MARRIOTT,4637666800,NAVEL,10# CARTON,088,CHOICE,,USA,CPK ORN KRP,COBBLESTONE,REGULAR,170,2024-10-29,2024-10-31
COBBLESTONE,UNFI,"CENTRALIA, WA",368283,ALEX MARRIOTT,4637666800,NAVEL,FOX 4-10#,072,CHOICE,,USA,BAGMAS MED,COBBLESTONE,REGULAR,160,2024-10-29,2024-10-31
COBBLESTONE,UNFI,"CENTRALIA, WA",368297,ALEX MARRIOTT,4637666900,GRAPEFRUIT,GIRO 8-5#,056,CHOICE,,USA,BAGMAS MED,COBBLESTONE,REGULAR,40,2024-10-29,2024-10-31
COBBLESTONE,VESTA FOOD SERVICE,"SANTA FE SPRINGS, CA",368439,DUNCAN MARRIOTT,1189,NAVEL,CTN,056,CHOICE,NO STICKER,USA,SCTN C NAV KRP,COBBLESTONE,REGULAR,54,2024-10-30,2024-10-31
COBBLESTONE,VESTA FOOD SERVICE,"SANTA FE SPRINGS, CA",368439,DUNCAN MARRIOTT,1189,NAVEL,CTN,088,CHOICE,NO STICKER,USA,SCTN C NAV KRP,COBBLESTONE,REGULAR,108,2024-10-30,2024-10-31
COBBLESTONE,VESTA FOOD SERVICE,"SANTA FE SPRINGS, CA",368439,DUNCAN MARRIOTT,1189,NAVEL,CTN,113,FANCY,NO STICKER,USA,SCTN F NAV KRP,COBBLESTONE,REGULAR,216,2024-10-30,2024-10-31
COBBLESTONE,VESTA FOOD SERVICE,"SANTA FE SPRINGS, CA",368439,DUNCAN MARRIOTT,1189,NAVEL,CTN,138,CHOICE,NO STICKER,USA,SCTN C NAV KRP,COBBLESTONE,REGULAR,54,2024-10-30,2024-10-31
COBBLESTONE,VESTA FOOD SERVICE,"SANTA FE SPRINGS, CA",368441,DUNCAN MARRIOTT,664963,NAVEL,CTN,072,FANCY,NO STICKER,USA,SCTN C NAV KRP,COBBLESTONE,REGULAR,18,2024-10-30,2024-10-31
COBBLESTONE,VESTA FOOD SERVICE,"SANTA FE SPRINGS, CA",368441,DUNCAN MARRIOTT,664963,NAVEL,CTN,088,CHOICE,NO STICKER,USA,SCTN C NAV KRP,COBBLESTONE,REGULAR,306,2024-10-30,2024-10-31
COBBLESTONE,VESTA FOOD SERVICE,"SANTA FE SPRINGS, CA",368441,DUNCAN MARRIOTT,664963,NAVEL,CTN,113,FANCY,NO STICKER,USA,SCTN F NAV KRP,COBBLESTONE,REGULAR,54,2024-10-30,2024-10-31
COBBLESTONE,VESTA FOOD SERVICE,"SANTA FE SPRINGS, CA",368441,DUNCAN MARRIOTT,664963,NAVEL,CTN,138,CHOICE,NO STICKER,USA,SCTN C NAV KRP,COBBLESTONE,REGULAR,54,2024-10-30,2024-10-31
COBBLESTONE,WAKEFERN FOOD CORP.,"ELIZABETH, NJ",367852,JOEL YEARY,16675741,NAVEL,GIRO 7-4#,088,FANCY,,USA,6 1/2 KRAFT,COBBLESTONE,REGULAR,1200,2024-10-24,2024-10-31
COBBLESTONE,WAKEFERN FOOD CORP.,"ELIZABETH, NJ",368309,JOEL YEARY,16676774,LEMON,GIRO 18-2#,165,CHOICE,,USA,BAGMAS MED,COBBLESTONE,REGULAR,462,2024-10-29,2024-10-31
COBBLESTONE,WAKEFERN FOOD CORP.,"ELIZABETH, NJ",368309,JOEL YEARY,16676774,NAVEL,CTN,056,FANCY,,USA,CTN,COBBLESTONE,REGULAR,108,2024-10-29,2024-10-31
COBBLESTONE,WAKEFERN FOOD CORP.,"NEWARK, NJ",367850,JOEL YEARY,16675746,NAVEL,GIRO 7-4#,088,FANCY,,USA,6 1/2 KRAFT,COBBLESTONE,REGULAR,1200,2024-10-24,2024-11-01
COBBLESTONE,WAL-MART,"TEMPLE, TX- DC# 6083",368072,DUNCAN MARRIOTT,0871457008,NAVEL,CTN,072,FANCY,WAL-MART,USA,RPC 6423,COBBLESTONE,CHEP,80,2024-10-26,2024-11-01
COBBLESTONE,WAL-MART,"TEMPLE, TX- DC# 6083",368072,DUNCAN MARRIOTT,0871457008,NAVEL,FOX 5-8#,072,CHOICE,WAL-MART,USA,RPC 6423,COBBLESTONE,CHEP,200,2024-10-26,2024-11-01
COBBLESTONE,WAL-MART,"TEMPLE, TX- DC# 6083",368072,DUNCAN MARRIOTT,0871457008,NAVEL,VEX 10-4#,113,FANCY,WAL-MART,USA,RPC 6423,COBBLESTONE,CHEP,560,2024-10-26,2024-11-01
COBBLESTONE,WAL-MART,"VINELAND, NJ",368130,DUNCAN MARRIOTT,5631552751,GRAPEFRUIT,FOX 8-5#,048,CHOICE,,USA,RPC 6425,COBBLESTONE,CHEP,800,2024-10-28,2024-11-01
COBBLESTONE,WESTLAKE PRODUCE COMPANY,"LAS VEGAS,NV",368636,SAMANTHA HOUGH,560268,NAVEL,CTN,056,CHOICE,,USA,CTN,COBBLESTONE,REGULAR,54,2024-10-31,2024-11-01
COBBLESTONE,WESTLAKE PRODUCE COMPANY,"LAS VEGAS,NV",368636,SAMANTHA HOUGH,560268,NAVEL,CTN,088,CHOICE,,USA,CTN,COBBLESTONE,REGULAR,216,2024-10-31,2024-11-01
COBBLESTONE,WESTLAKE PRODUCE COMPANY,"LAS VEGAS,NV",368636,SAMANTHA HOUGH,560268,NAVEL,CTN,113,CHOICE,,USA,CTN,COBBLESTONE,REGULAR,108,2024-10-31,2024-11-01
COBBLESTONE,WHOLE FOODS PRODUCE,"BRASELTON, GA",368171,DUNCAN MARRIOTT,5407894,NAVEL,GIRO 10-4#,113,FANCY,,USA,BAGMAS MED,COBBLESTONE,REGULAR,168,2024-10-28,2024-10-31
COBBLESTONE,WHOLE FOODS PRODUCE,"CHICAGO, IL",368167,DUNCAN MARRIOTT,5407485,NAVEL,GIRO 10-4#,113,FANCY,,USA,BAGMAS MED,COBBLESTONE,REGULAR,252,2024-10-28,2024-10-31
COBBLESTONE,WHOLE FOODS PRODUCE,"LANDOVER, MD",368170,DUNCAN MARRIOTT,5407695,NAVEL,GIRO 10-4#,113,FANCY,,USA,BAGMAS MED,COBBLESTONE,REGULAR,300,2024-10-28,2024-10-31
COBBLESTONE,WHOLE FOODS PRODUCE,"RICHMOND, CA",368040,DUNCAN MARRIOTT,5405183,NAVEL,GIRO 10-4#,113,FANCY,,USA,BAGMAS MED,COBBLESTONE,REGULAR,210,2024-10-25,2024-10-31
COBBLESTONE,"WR INTERNATIONAL, INC.","BUSAN, KOREA",367686,JIM LAMB,X00774,GRAPEFRUIT,CTN,040,EXP FANCY,,USA,SCTN GRPF KRP,COBBLESTONE,EXPORT,126,2024-10-23,2024-10-31
COBBLESTONE,"WR INTERNATIONAL, INC.","BUSAN, KOREA",367686,JIM LAMB,X00774,GRAPEFRUIT,CTN,048,EXP FANCY,,USA,SCTN GRPF KRP,COBBLESTONE,EXPORT,315,2024-10-23,2024-10-31
COBBLESTONE,"WR INTERNATIONAL, INC.","BUSAN, KOREA",367686,JIM LAMB,X00774,GRAPEFRUIT,CTN,056,EXP FANCY,,USA,SCTN GRPF KRP,COBBLESTONE,EXPORT,756,2024-10-23,2024-10-31
COBBLESTONE,"WR INTERNATIONAL, INC.","LOS ANGELES, CA",367970,MARTIN GARCIA,WR50874,NAVEL,CTN,072,CHOICE,,USA,SCTN C NAV KRP,COBBLESTONE,REGULAR,108,2024-10-25,2024-10-31
COBBLESTONE,"WR INTERNATIONAL, INC.","LOS ANGELES, CA",368494,MARTIN GARCIA,16258,LEMON,CTN,140,CHOICE,,USA,SCTN C LEM KRP,COBBLESTONE,REGULAR,108,2024-10-30,2024-11-01
COBBLESTONE,"WR INTERNATIONAL, INC.","LOS ANGELES, CA",368494,MARTIN GARCIA,16258,LEMON,GIRO 8-5#,165,CHOICE,,USA,BAGMAS MED,COBBLESTONE,REGULAR,126,2024-10-30,2024-11-01
COBBLESTONE,"WR INTERNATIONAL, INC.","LOS ANGELES, CA",368494,MARTIN GARCIA,16258,NAVEL,CTN,072,CHOICE,,USA,SCTN C NAV KRP,COBBLESTONE,REGULAR,324,2024-10-30,2024-11-01
COBBLESTONE,"WR INTERNATIONAL, INC.","LOS ANGELES, CA",368494,MARTIN GARCIA,16258,NAVEL,GIRO 8-5#,113,CHOICE,,USA,BAGMAS MED,COBBLESTONE,REGULAR,126,2024-10-30,2024-11-01
